reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
8db42eaa-5d3d-4612-bae9-e55ac532d85f,Siti Baikuniati,https://play-lh.googleusercontent.com/a-/ALV-UjVc692o4MPdiyeNxbmvZYMYFjMSx77OEgHg7n2ltF4g0LewkAM,"saya sudah berlangganan grab lama karena pelayanan grab sudah bagus, tapi Aplikasi grab saya kehapus, download lagi susah banget, padahal beberapa aplikasi sudah saya hapus, begitu download Gojek langsung jadi, akhirnya saya pakai gojek, tolong perbaiki/ di permudah untuk mendownload aplikasi grab biar saya bisa berlangganan grab lagi, terima kasih",4,2,5.387.1,15/12/2025 6:55,"Mohon maaf ya atas ketidaknyamanan yang terjadi. Apabila Kakak memiliki kendala saat menggunakan aplikasi Grab atau tidak nyaman dengan pelayanan kami, Kakak bisa memilih keluhan yang sesuai di link berikut ya https://grb.to/consumeridhelpcenter ðŸ™ Terima kasih",07/12/2025 6:52,5.387.1
cce8ce50-95d4-4443-88d9-5b5eda075974,keysya asyva,https://play-lh.googleusercontent.com/a-/ALV-UjUVy3CFsq88L0axee_E_Ab_gVn8WSxLd1qKHnALLQcyGjLi6bk,"semuanya udah bagus, diskon banyak bgtt. selama ini belum pernah dapet driver bermasalah dsb. Minus iklannya ga modal pake AI perusahaan besar masa gabisa hire artist atau model buat iklannya sih??",3,3,5.387.1,12/12/2025 7:08,,,5.387.1
ccd73e3b-c14b-46d9-a712-19f4bc64bde7,Peter Chandra,https://play-lh.googleusercontent.com/a/ACg8ocLyGT6hYkWbCEai9g3dsVwEUCBMELfdWePRDHc3Dh9TGooL0A=mo,"naik grabcar, ac nya gak pernah dingin, slalu kepanasan, mobil rata2 tudak terawat. tolong diperbaiki dan diperhatikan kondisi mobil. kalau untuk bawa keluarga saya sudah pasti pilih bluebird.",2,0,5.387.1,11/12/2025 5:32,,,5.387.1
32440e52-1201-452d-84d1-17e4d1197e50,Miftahul Azifah,https://play-lh.googleusercontent.com/a-/ALV-UjVbMGWtrgj-OC2Zon9_tcWBKCj6bwPDxw-m2DFR13_pMW1nae_lTw,"saya melakukan transaksi dengan membeli token listrik di grab dengan metode pembayaran ovo. saat sudah membayar pesanan saya gagal dan uang saya di ovo tidak dikembalikan. saat ingin menghubungi pelaporan masalah, aksesnya tidak bisa di jangkau. sangat kecewa",1,3,5.387.1,12/12/2025 11:05,Halo Kak. Maaf ya buat enggak nyaman ðŸ™‡â€â™€ï¸ Apabila Kakak menemukan kendala pada penggunaan aplikasi Grab Penumpang maka silakan laporkan melalui link https://grb.to/consumeridhelpcenter agar bisa ditindaklanjuti ya.Terima kasih ðŸ™,14/12/2025 15:57,5.387.1
c469ec05-0ab3-4b31-8a8f-95f4d9843447,Queen Dhyzhe,https://play-lh.googleusercontent.com/a/ACg8ocJZAQxbOOFXImTUN24AkZrtlp3VWXFHSvtmvmOHCbZ-0gs0ww=mo,"Untuk daerah bandar jaya grabfoodnya lama sekali dapet drivernya bahkan bisa ga dapet sama sekali, padahal di jalan sering ketemu driver grab walapun ga sebanyak di kota lain tapi klo untuk pesen grabfood dengan pembayaran tunai susahnya minta ampun drivernya",1,0,5.387.1,12/12/2025 7:27,Halo Kak. Maaf ya buat enggak nyaman ðŸ™‡â€â™€ï¸ Apabila Kakak menemukan kendala pada penggunaan aplikasi Grab Penumpang maka silakan laporkan melalui link https://grb.to/consumeridhelpcenter agar bisa ditindaklanjuti ya.Terima kasih ðŸ™,14/12/2025 16:02,5.387.1
75d8591e-fc79-4729-8042-8cd53ff9a2f6,Top Hebat,https://play-lh.googleusercontent.com/a/ACg8ocKOBCFyUJHNuMB6pVW6e34Zd7rIimKVB5xofh2HQ61Ik545ww=mo,"Alhamdulillah selama memakai jasa Grab sangat memuaskan fitur yg ditawarkan, fasilitas oke, cepat. lebih hemat, ada promo, driver pada baik ðŸ‘ðŸ‘",5,16,5.386.0,18/12/2025 8:25,,,5.386.0
1606a018-a2b1-403c-8279-89963f3ac750,Puteri Lala,https://play-lh.googleusercontent.com/a/ACg8ocKmV1Sz1HgJTBl8dVB3boUkH9sSLyQNVtUlzI2KRYW75m5IKQ=mo,"saya sudah pesan dapat driver 6 menit pas 4 menitan ke cancel sendiri padahal saya ga pencet begitupun sampai 3 kali lho, hadeh knp ya? apa emang di cancel drivernya ?",4,1,5.386.0,17/12/2025 13:34,,,5.386.0
0688473c-a861-4a2b-9ebb-32f946da3c36,Putra Dew,https://play-lh.googleusercontent.com/a/ACg8ocIGsmYeWi9ZZrGwB-vqjoZZSE257VqEiglVSJx7Ns3c4D_TVB0=mo,"Ini gimana mau log in susah sekali buat masuk aplikasi , fitur scan wajahnya terlalu cepat ngga ada aba2 blm siap dh asal jepret aja mempersulit penggunannya",1,1,5.387.1,14/12/2025 7:25,"Mohon maaf ya atas ketidaknyamanan yang terjadi. Apabila Kakak memiliki kendala saat menggunakan aplikasi Grab atau tidak nyaman dengan pelayanan kami, Kakak bisa memilih keluhan yang sesuai di link berikut ya https://grb.to/consumeridhelpcenter ðŸ™ Terima kasih",14/12/2025 11:54,5.387.1
c176c3b2-f3a7-48e4-be9a-55e0ff4d9b9e,Khadijah Wardani,https://play-lh.googleusercontent.com/a/ACg8ocLEy5OqOPXmSz3et-e8oKva_WkFs272vbt1n3YwCcz89ZlBZA=mo,Kenapa sih di Grab gak ngasi nomor telpon driver nya langsung..malah kasi nomor Pusat..!!Buat apa coba?!!Ribet..!!yang ketinggalan barang jadi gak bisa apa-apa lho kalau yang dikasi nomor Pusat..!! PARAH bangett!!Mempersulit CUSTOMER lho itu!!saya ketinggalan tas aja jadi bingung mau ngubungi drivernya karena yang tertera hanya nomor Pusat bukan drivernya!!Goblxx dah gitu gak langsung direspon!! PARAH..!!,1,19,5.387.1,11/12/2025 5:52,"Mohon maaf ya atas ketidaknyamanan yang terjadi. Apabila Kakak memiliki kendala saat menggunakan aplikasi Grab atau tidak nyaman dengan pelayanan kami, Kakak bisa memilih keluhan yang sesuai di link berikut ya https://grb.to/consumeridhelpcenter ðŸ™ Terima kasih",12/12/2025 5:41,5.387.1
0ff5ecd4-60ab-4fd4-baf8-9728fc28ee24,Mohamad niko Apriliando (Nikoo),https://play-lh.googleusercontent.com/a-/ALV-UjU8jKYUzqaJkxgUYKN2RlBMXnKZM8epS5vMLPaKdSzBUKz3EWY,"izin mengadukan keluhan pembayaran grab 2 kali, karena pembayaran awal tidak terecord oleh aplikasi grabnya lalu mencoba untuk melakukan pembayaran lagi dan berhasil akan tetapi saldo awal tetap terpotong apakah bisa mendapat pengembalian untuk saldo yang pertama?",2,1,5.387.1,09/12/2025 6:42,,,5.387.1
6ee170f3-8525-4cf3-88cf-3f4b067d66aa,indri Oktaviani,https://play-lh.googleusercontent.com/a/ACg8ocLLsd3XR_6w3d4ad6cjMa6o0hmCuRrsKmXPI_CLmoG1VoXVLdHM=mo,"tolong beri masukan kepada mitra grabfood, kalau sudah di di terima sama resto berarti harusnya makanan nya sedang di proses, tapi ini saya sudah nunggu sampe hampir 1.5 jam dan itu saya nahan laper karena saya belum makan, tiba tiba mitra grabfood se enaknya membatalkan pesanan saya, kalau memang stocknya habis atau apa kan bisa bilang, jadi saya gak harus nunggu lama lama dan bisa pesan makanan lain, tapi ini saya di buat kesal udah laper nunggu makanan lama tiba tiba di cancel, bintang 1 ðŸ‘Ž",1,20,5.386.0,04/12/2025 14:19,,,5.386.0
d10f113e-c883-4fd7-b565-ed7a5485d914,Yohanes HANDRY Jhonsen,https://play-lh.googleusercontent.com/a-/ALV-UjWBCbgHtU4G0RxXdvTAezv7OvXeQxyvfawhOebKuT-KyJC18lw,Not yet good application..... â˜ ï¸. Masih sering tanpa bisa ganti alamat tempat terima pesanan food+situasi tertentu masih lebih sering enggak bisa tulis alamat pesan ojol ke alamat sesungguh'nya karena gps maps grab lebih sering keAnehan signal..... ðŸ‘¿. Tapi untung'nya jejak html nomor kartu seluler tanpa bisa menipu internasional+jejak html seluler tanpa bisa menipu internasional..... ðŸ˜ˆ,1,14,5.386.0,04/12/2025 10:41,"Hai Kak Yohanes, maaf ya jadi bikin gak nyaman, Kamu bs sampaikan detail lengkapnya melalui DM atau Personal Message di: Twitter: @GrabID, Facebook: Grab atau melalui Help Center pd aplikasi Grab agar kami bisa lakukan penanganan lebih cepat. Nantinya ada tim kami yang akan dgn senang hati bantu keluhan Kakak. Terima kasih.",06/04/2022 0:25,5.386.0
aeb61003-d182-4038-964d-f79f5cf2c6a6,A. Naufal Rambe,https://play-lh.googleusercontent.com/a-/ALV-UjXHBQGS3iIrRUigw0W3OO4QlN9BHUi1zfIoQUtmtWsGK-aWEpU,"udah nunggu lama kirain lagi di buat, eh ternyata gak siap"", tidak ada konfirmasi dari restoran dan tidak ada pemberitahuan dari aplikasi kalau mereka tidak menerima orderan lagi, kecewa berat sama grab, mana gak bisa di batalin, harus nunggu lama bgt baru bisa di batalin. mending pindah ke gojek aja deh, grab busuk",1,0,5.386.0,09/12/2025 19:52,"Mohon maaf ya atas ketidaknyamanan yang terjadi. Apabila Kakak memiliki kendala saat menggunakan aplikasi Grab atau tidak nyaman dengan pelayanan kami, Kakak bisa memilih keluhan yang sesuai di link berikut ya https://grb.to/consumeridhelpcenter ðŸ™ Terima kasih",10/12/2025 9:20,5.386.0
69544b1c-a77a-425d-97a3-eae88f9a873e,Ita Variesta,https://play-lh.googleusercontent.com/a-/ALV-UjWdYi9BoKzEFYWQsVIQpYka96WdCnO8IJpe9ydrvvyvrHbS_vk5Rw,"tolong untuk driver nya di cek lagi apa lagi yang tidak memasang plat nomor khusus nya bagi pengendara motor,,banyak yang ugal-ugalan di jalan,saat di klakson tidak terima melecetkan mobil saya,saya mau catat plat nomor nya tapi tidak memasang plat kendaraan bermotor hanya memakai atribut dari grab,tolong lebih selektif lagi memilih pekerja,maaf saya delete aplikasi nya udh kesekian kali seperti ini",1,0,5.386.0,10/12/2025 3:56,"Mohon maaf ya atas ketidaknyamanan yang terjadi. Apabila Kakak memiliki kendala saat menggunakan aplikasi Grab atau tidak nyaman dengan pelayanan kami, Kakak bisa memilih keluhan yang sesuai di link berikut ya https://grb.to/consumeridhelpcenter ðŸ™ Terima kasih",10/12/2025 9:16,5.386.0
9f557075-24d1-409b-85b9-e2c8ea5c6668,Reza Izzuddin,https://play-lh.googleusercontent.com/a-/ALV-UjXj-KxFeOPTxNg1PnajydKd0UmmHXrJDtCtBq1RhK-K7HJCTa1bfg,"Sangat diperlukan saat hujan, tapi order menunggu hampir 1 jam dari awal pemesanan dan tdk kunjung dpt driver. Padahal hanya pesan makanan. Menghubungi pusat bantuan tetap tidak mendapatkan solusinya. Harap dibenahi layanannya kalau tdk mau ketinggalan. Just an honest review from your 'Platinum' customer. Sangat mengecewakan! Thank you.",1,8,5.386.0,09/12/2025 15:08,Halo Kak. Maaf ya buat engga nyaman ðŸ™‡â€â™€ï¸ Apabila Kakak menemukan kendala pada penggunaan aplikasi Grab Penumpang maka silakan laporkan melalui link https://grb.to/consumeridhelpcenter agar bisa ditindaklanjuti ya. Terima kasih ðŸ™,05/02/2023 8:31,5.386.0
71eb30fb-552b-4afe-a96a-4b528e966edd,Ehikke Nur Apri septiana,https://play-lh.googleusercontent.com/a-/ALV-UjUy7YXeLYXaciwyaiz5Zok0dqcPMaJl9J8_A753ap6AvpqkVDAm4A,sorry ya pesanan sampe 2 jam ga dapet dapet driver nahan laper banget ternyata setelah 2 jam di batalkan pesanan nya sumpah jengkel banget udah gitu pake wifi/data masih aja susah sinyal padahal pink nya bagus semua,1,1,5.387.1,09/12/2025 11:45,"Mohon maaf ya atas ketidaknyamanan yang terjadi. Apabila Kakak memiliki kendala saat menggunakan aplikasi Grab atau tidak nyaman dengan pelayanan kami, Kakak bisa memilih keluhan yang sesuai di link berikut ya https://grb.to/consumeridhelpcenter ðŸ™ Terima kasih",12/12/2025 5:48,5.387.1
74c444e3-9df3-4cfe-ad94-8895a2165e41,Toxic Deny,https://play-lh.googleusercontent.com/a/ACg8ocLhFaL0HX-gSLtOdhgx0wWsRoCPEII97oo-vbkX39enCPUouA=mo,"tambahin fitur batalkan, saat pesan makanan. bukan malah di tambah durasi nunggu nya. aneh nunggu lama"" datang engga malah di tambah durasi nunggu. sumpah aneh",1,0,5.387.1,14/12/2025 21:45,Halo Kak. Maaf ya buat enggak nyaman ðŸ™‡â€â™€ï¸ Apabila Kakak menemukan kendala pada penggunaan aplikasi Grab Penumpang maka silakan laporkan melalui link https://grb.to/consumeridhelpcenter agar bisa ditindaklanjuti ya.Terima kasih ðŸ™,15/12/2025 1:23,5.387.1
bc508413-6184-472a-9f58-063cc3a154f4,Samsul Arifin saleh,https://play-lh.googleusercontent.com/a/ACg8ocKv-gNHC4DZ1l4EGk9XKrioYdth8XHnQIj3RmofJNAtvil5_g=mo,"Pesan grab express, tp pelayanan seperti layanan sameday, driver selalu lama datangnya, tambah lama tambah parah tambah lama tambah parah,lemot banget ,driver + aplikasi parah",1,1,5.387.1,16/12/2025 3:01,Halo Kak. Maaf ya buat enggak nyaman ðŸ™‡â€â™€ï¸ Apabila Kakak menemukan kendala pada penggunaan aplikasi Grab Penumpang maka silakan laporkan melalui link https://grb.to/consumeridhelpcenter agar bisa ditindaklanjuti ya.Terima kasih ðŸ™,17/12/2025 7:35,5.387.1
d6053ac1-98e9-4731-a548-51eba24bc6a9,Pika Widuria loka,https://play-lh.googleusercontent.com/a/ACg8ocLxgPEG7seRySjNaqoKhWZn1yDoMlvTXWo0BU9XBSl5bku4Ug=mo,gua gk ngerti kenapa grab masih selalu kaya gini.tolong di benerin maps nya kasihan driver suka muter2 dan kita sebagai penumpang suka nunggu lebih dari 10 menit untuk itu.,4,0,5.387.1,14/12/2025 1:28,,,5.387.1
d2188d9f-6408-459b-be90-ec65b20c2fcf,Kholija Tangerang,https://play-lh.googleusercontent.com/a/ACg8ocKXr2xR3i__mqiwRoKz9qkUeKPFGGzgWYdHdhCwetiDvmp8Ag=mo,"Kenapa sih mau pake grab aja susah bnget, dulu pernah punya akun grab dengan no 0812....... 551, karna hp lama hilang dan kini daftar lagi tapi dengan no sama email beda, kok SULIT banget",2,3,5.386.0,02/12/2025 17:31,"Mohon maaf ya atas ketidaknyamanan yang terjadi. Apabila Kakak memiliki kendala saat menggunakan aplikasi Grab atau tidak nyaman dengan pelayanan kami, Kakak bisa memilih keluhan yang sesuai di link berikut ya https://grb.to/consumeridhelpcenter ðŸ™ Terima kasih",03/12/2025 1:22,5.386.0
e13e39d3-6c36-4343-8383-047d1a82a93b,Novel Rizki,https://play-lh.googleusercontent.com/a-/ALV-UjXAGiSsB3UgEHClQ8zoS5dBD7rdbyl95bbusQDYfCUxx-krvpQs,kualitas baik tapi permintaan upgrade ulang harusnya ada pilihan upgrade nanti. udah buru buru harus nunggu update dulu 5-10 menit.kadang update gagal JD 2x. makan waktu lama buat upgrade.,1,1,5.387.1,11/12/2025 23:41,Halo Kak. Maaf ya buat enggak nyaman ðŸ™‡â€â™€ï¸ Apabila Kakak menemukan kendala pada penggunaan aplikasi Grab Penumpang maka silakan laporkan melalui link https://grb.to/consumeridhelpcenter agar bisa ditindaklanjuti ya.Terima kasih ðŸ™,12/12/2025 4:12,5.387.1
edfbae41-f7fc-4893-b8be-09ee7267ecf8,dhiny reskita,https://play-lh.googleusercontent.com/a-/ALV-UjUPzH_uxyBSloHN69mfmQgnOlaYwwZS64nAACR-AW6kWBHawADa,"di 9/8/2021 saya berikan bintang 5, tapi sekarang saya ganti jadi 1. Pengantaran makanan butuh waktu lama, mau yang cepat tapi tarifnya mahal banget dibanding aplikasi kompetitornya. Begitu juga dengan pilihan grab kendaraan, jarak driver dengan lokasi penjemputan jauh, bisa sampai 3-4 km dari titik lokasi, yang dimana sebelumnya tidak lebih dari 1 km. Pokoknya aplikasinya udah nggak OK kayak dulu.",1,95,5.383.0,09/11/2025 12:40,"Mohon maaf ya atas ketidaknyamanan yang terjadi. Apabila Kakak memiliki kendala saat menggunakan aplikasi Grab atau tidak nyaman dengan pelayanan kami, Kakak bisa memilih keluhan yang sesuai di link berikut ya https://grb.to/consumeridhelpcenter ðŸ™ Terima kasih",09/11/2025 15:45,5.383.0
4d8aa880-596e-4a20-8210-db59f411cf35,Ik,https://play-lh.googleusercontent.com/a-/ALV-UjXQDkXxG2x0un-rbrnkPQ9_mqw1-KMM3vra922i7czCbaShPRgT2g,"tambah lama tambah aneh nih pelayanan grabcar, situasi jalan ga macet tapi diharuskan pake tol sama driver. kata supirnya klo ga mau pake tol harganya beda dan harus bayar langsung ke supirnya, dan yg di aplikasi harus di batalin. hadeehhh parah ..",2,0,5.387.1,13/12/2025 3:43,"Mohon maaf ya atas ketidaknyamanan yang terjadi. Apabila Kakak memiliki kendala saat menggunakan aplikasi Grab atau tidak nyaman dengan pelayanan kami, Kakak bisa memilih keluhan yang sesuai di link berikut ya https://grb.to/consumeridhelpcenter ðŸ™ Terima kasih",14/12/2025 0:24,5.387.1
